user_id,reference_time,historical_clicks,recent_clicks,historical_categories,recent_categories,shift_score
U10096,2019-11-12 17:57:28,8,3,"['news', 'finance', 'lifestyle', 'sports', 'tv']",['finance'],0.8
U10096,2019-11-13 15:03:02,11,2,"['news', 'finance', 'lifestyle', 'sports', 'tv']","['news', 'finance']",0.6
U10096,2019-11-14 12:00:26,12,2,"['news', 'finance', 'lifestyle', 'sports', 'tv']",['finance'],0.8
U10096,2019-11-14 12:21:54,12,3,"['news', 'finance', 'lifestyle', 'sports', 'tv']","['finance', 'news']",0.6
U10096,2019-11-14 12:25:23,12,4,"['news', 'finance', 'lifestyle', 'sports', 'tv']","['finance', 'news']",0.6
U10096,2019-11-14 12:25:23,12,5,"['news', 'finance', 'lifestyle', 'sports', 'tv']","['finance', 'news']",0.6
U10096,2019-11-14 13:08:32,12,6,"['news', 'finance', 'lifestyle', 'sports', 'tv']","['finance', 'entertainment', 'news']",0.6666666666666667
U10096,2019-11-14 13:08:32,12,7,"['news', 'finance', 'lifestyle', 'sports', 'tv']","['finance', 'entertainment', 'music', 'news']",0.7142857142857143
U10096,2019-11-14 13:18:53,12,8,"['news', 'finance', 'lifestyle', 'sports', 'tv']","['finance', 'entertainment', 'music', 'news']",0.7142857142857143
U10096,2019-11-14 13:40:53,12,9,"['news', 'finance', 'lifestyle', 'sports', 'tv']","['finance', 'entertainment', 'music', 'news']",0.7142857142857143
U10096,2019-11-14 13:40:53,12,10,"['news', 'finance', 'lifestyle', 'sports', 'tv']","['finance', 'entertainment', 'music', 'news']",0.7142857142857143
U10096,2019-11-14 13:40:53,12,11,"['news', 'finance', 'lifestyle', 'sports', 'tv']","['finance', 'entertainment', 'music', 'news']",0.7142857142857143
U10098,2019-11-12 10:24:31,3,3,"['lifestyle', 'movies', 'sports']","['entertainment', 'sports']",0.75
U10098,2019-11-12 13:07:19,3,4,"['lifestyle', 'movies', 'sports']","['news', 'entertainment', 'sports']",0.8
U10098,2019-11-12 13:17:35,3,5,"['lifestyle', 'movies', 'sports']","['news', 'entertainment', 'sports']",0.8
U10098,2019-11-12 13:17:35,3,6,"['lifestyle', 'movies', 'sports']","['news', 'entertainment', 'sports']",0.8
U10098,2019-11-12 13:38:00,5,5,"['lifestyle', 'entertainment', 'movies', 'sports']","['news', 'entertainment', 'music', 'sports']",0.6666666666666667
U10098,2019-11-13 09:53:28,6,5,"['lifestyle', 'entertainment', 'movies', 'sports']","['news', 'music', 'sports']",0.8333333333333334
U10098,2019-11-13 10:43:23,7,5,"['entertainment', 'news', 'movies', 'lifestyle', 'sports']","['news', 'music', 'sports']",0.6666666666666667
U10098,2019-11-13 12:08:55,7,6,"['entertainment', 'news', 'movies', 'lifestyle', 'sports']","['news', 'music', 'sports']",0.6666666666666667
U10098,2019-11-14 10:05:13,12,2,"['entertainment', 'music', 'news', 'movies', 'lifestyle', 'sports']",['news'],0.8333333333333334
U10098,2019-11-14 10:05:13,12,3,"['entertainment', 'music', 'news', 'movies', 'lifestyle', 'sports']",['news'],0.8333333333333334
U10099,2019-11-14 05:36:30,5,2,"['foodanddrink', 'news', 'sports']","['lifestyle', 'entertainment']",1.0
U10103,2019-11-12 11:27:54,4,13,"['lifestyle', 'autos', 'tv']","['autos', 'video', 'entertainment', 'music', 'news', 'finance', 'tv']",0.75
U10103,2019-11-12 12:29:40,9,9,"['autos', 'entertainment', 'music', 'lifestyle', 'tv']","['video', 'music', 'finance', 'news', 'sports', 'tv']",0.7777777777777778
U10103,2019-11-12 12:35:18,12,7,"['autos', 'entertainment', 'music', 'news', 'lifestyle', 'tv']","['video', 'music', 'finance', 'news', 'sports']",0.7777777777777778
U10103,2019-11-12 12:35:18,12,8,"['autos', 'entertainment', 'music', 'news', 'lifestyle', 'tv']","['video', 'music', 'finance', 'news', 'sports']",0.7777777777777778
U10103,2019-11-12 13:01:47,12,9,"['autos', 'entertainment', 'music', 'news', 'lifestyle', 'tv']","['video', 'music', 'finance', 'news', 'sports']",0.7777777777777778
U10103,2019-11-12 13:01:47,12,10,"['autos', 'entertainment', 'music', 'news', 'lifestyle', 'tv']","['video', 'music', 'finance', 'news', 'sports']",0.7777777777777778
U10103,2019-11-12 13:05:35,12,11,"['autos', 'entertainment', 'music', 'news', 'lifestyle', 'tv']","['autos', 'video', 'music', 'finance', 'news', 'sports']",0.6666666666666667
U10103,2019-11-13 05:42:31,12,12,"['autos', 'entertainment', 'music', 'news', 'lifestyle', 'tv']","['autos', 'video', 'music', 'finance', 'news', 'sports']",0.6666666666666667
U10103,2019-11-13 05:42:31,12,13,"['autos', 'entertainment', 'music', 'news', 'lifestyle', 'tv']","['autos', 'video', 'music', 'finance', 'news', 'sports', 'health']",0.7
U10103,2019-11-13 05:42:31,12,14,"['autos', 'entertainment', 'music', 'news', 'lifestyle', 'tv']","['autos', 'video', 'music', 'finance', 'news', 'sports', 'health']",0.7
U10103,2019-11-13 06:03:47,12,15,"['autos', 'entertainment', 'music', 'news', 'lifestyle', 'tv']","['autos', 'video', 'music', 'finance', 'news', 'sports', 'health']",0.7
U10103,2019-11-13 06:03:47,12,16,"['autos', 'entertainment', 'music', 'news', 'lifestyle', 'tv']","['autos', 'video', 'entertainment', 'music', 'finance', 'news', 'sports', 'health']",0.6
U10103,2019-11-13 10:17:11,17,12,"['autos', 'video', 'entertainment', 'music', 'news', 'finance', 'lifestyle', 'tv']","['autos', 'entertainment', 'music', 'travel', 'news', 'finance', 'sports', 'health']",0.5454545454545454
U10103,2019-11-13 10:17:11,17,13,"['autos', 'video', 'entertainment', 'music', 'news', 'finance', 'lifestyle', 'tv']","['autos', 'entertainment', 'music', 'travel', 'news', 'finance', 'sports', 'health']",0.5454545454545454
U10103,2019-11-13 10:17:11,17,14,"['autos', 'video', 'entertainment', 'music', 'news', 'finance', 'lifestyle', 'tv']","['autos', 'entertainment', 'music', 'travel', 'news', 'finance', 'sports', 'foodanddrink', 'health']",0.5833333333333333
U10103,2019-11-13 11:20:13,17,15,"['autos', 'video', 'entertainment', 'music', 'news', 'finance', 'lifestyle', 'tv']","['autos', 'entertainment', 'music', 'travel', 'news', 'finance', 'sports', 'foodanddrink', 'health']",0.5833333333333333
U10103,2019-11-13 11:20:13,17,16,"['autos', 'video', 'entertainment', 'music', 'news', 'finance', 'lifestyle', 'tv']","['autos', 'entertainment', 'music', 'travel', 'news', 'finance', 'sports', 'foodanddrink', 'health']",0.5833333333333333
U10103,2019-11-14 05:03:10,24,10,"['autos', 'video', 'entertainment', 'music', 'news', 'finance', 'lifestyle', 'sports', 'tv']","['autos', 'entertainment', 'travel', 'music', 'finance', 'lifestyle', 'foodanddrink', 'health']",0.5833333333333333
U10103,2019-11-14 05:03:10,24,11,"['autos', 'video', 'entertainment', 'music', 'news', 'finance', 'lifestyle', 'sports', 'tv']","['autos', 'entertainment', 'travel', 'music', 'finance', 'lifestyle', 'foodanddrink', 'health']",0.5833333333333333
U10103,2019-11-14 05:03:10,24,12,"['autos', 'video', 'entertainment', 'music', 'news', 'finance', 'lifestyle', 'sports', 'tv']","['autos', 'entertainment', 'travel', 'music', 'finance', 'lifestyle', 'foodanddrink', 'health']",0.5833333333333333
U10103,2019-11-14 05:46:53,27,10,"['autos', 'video', 'entertainment', 'music', 'news', 'finance', 'lifestyle', 'sports', 'tv', 'health']","['autos', 'entertainment', 'travel', 'finance', 'news', 'lifestyle', 'foodanddrink']",0.5833333333333333
U10103,2019-11-14 05:46:53,27,11,"['autos', 'video', 'entertainment', 'music', 'news', 'finance', 'lifestyle', 'sports', 'tv', 'health']","['autos', 'entertainment', 'travel', 'finance', 'news', 'lifestyle', 'foodanddrink']",0.5833333333333333
U10103,2019-11-14 06:08:26,29,10,"['autos', 'video', 'entertainment', 'music', 'travel', 'news', 'finance', 'lifestyle', 'sports', 'tv', 'health']","['autos', 'travel', 'finance', 'news', 'lifestyle', 'foodanddrink']",0.5833333333333333
U10103,2019-11-14 06:08:26,29,11,"['autos', 'video', 'entertainment', 'music', 'travel', 'news', 'finance', 'lifestyle', 'sports', 'tv', 'health']","['autos', 'travel', 'finance', 'news', 'lifestyle', 'foodanddrink']",0.5833333333333333
U10103,2019-11-14 06:08:26,29,12,"['autos', 'video', 'entertainment', 'music', 'travel', 'news', 'finance', 'lifestyle', 'sports', 'tv', 'health']","['autos', 'travel', 'finance', 'news', 'lifestyle', 'foodanddrink']",0.5833333333333333
U10103,2019-11-14 07:14:00,29,13,"['autos', 'video', 'entertainment', 'music', 'travel', 'news', 'finance', 'lifestyle', 'sports', 'tv', 'health']","['autos', 'travel', 'finance', 'news', 'lifestyle', 'foodanddrink']",0.5833333333333333
U10103,2019-11-14 08:29:06,29,14,"['autos', 'video', 'entertainment', 'music', 'travel', 'news', 'finance', 'lifestyle', 'sports', 'tv', 'health']","['autos', 'travel', 'finance', 'news', 'lifestyle', 'foodanddrink']",0.5833333333333333
U10103,2019-11-14 08:29:06,29,15,"['autos', 'video', 'entertainment', 'music', 'travel', 'news', 'finance', 'lifestyle', 'sports', 'tv', 'health']","['autos', 'travel', 'finance', 'news', 'lifestyle', 'foodanddrink']",0.5833333333333333
U10103,2019-11-14 09:32:26,29,16,"['autos', 'video', 'entertainment', 'music', 'travel', 'news', 'finance', 'lifestyle', 'sports', 'tv', 'health']","['autos', 'health', 'travel', 'finance', 'news', 'lifestyle', 'foodanddrink']",0.5
U10104,2019-11-13 14:05:22,10,7,"['finance', 'entertainment', 'sports', 'news']","['travel', 'finance', 'news', 'lifestyle', 'health']",0.7142857142857143
U10104,2019-11-13 14:05:22,10,8,"['finance', 'entertainment', 'sports', 'news']","['travel', 'finance', 'news', 'lifestyle', 'health']",0.7142857142857143
U10104,2019-11-14 08:40:06,15,4,"['entertainment', 'finance', 'news', 'lifestyle', 'sports']","['finance', 'travel', 'health']",0.8571428571428572
U10104,2019-11-14 08:40:06,15,5,"['entertainment', 'finance', 'news', 'lifestyle', 'sports']","['finance', 'travel', 'health']",0.8571428571428572
U10104,2019-11-14 08:40:06,15,6,"['entertainment', 'finance', 'news', 'lifestyle', 'sports']","['finance', 'travel', 'health']",0.8571428571428572
U10104,2019-11-14 08:40:06,15,7,"['entertainment', 'finance', 'news', 'lifestyle', 'sports']","['finance', 'travel', 'health']",0.8571428571428572
U10104,2019-11-14 08:40:06,15,8,"['entertainment', 'finance', 'news', 'lifestyle', 'sports']","['finance', 'travel', 'health']",0.8571428571428572
U10123,2019-11-13 06:44:43,4,2,"['news', 'entertainment', 'health']","['lifestyle', 'news']",0.75
U10123,2019-11-13 06:57:04,4,3,"['news', 'entertainment', 'health']","['lifestyle', 'news', 'entertainment']",0.5
U10123,2019-11-13 08:47:00,4,4,"['news', 'entertainment', 'health']","['lifestyle', 'news', 'entertainment', 'sports']",0.6
U10123,2019-11-13 12:01:43,4,5,"['news', 'entertainment', 'health']","['lifestyle', 'news', 'entertainment', 'sports']",0.6
U10133,2019-11-13 10:52:15,7,2,"['entertainment', 'news', 'movies', 'tv', 'health']","['news', 'music']",0.8333333333333334
U10133,2019-11-13 13:21:36,7,3,"['entertainment', 'news', 'movies', 'tv', 'health']","['news', 'music']",0.8333333333333334
U10133,2019-11-13 13:21:36,7,4,"['entertainment', 'news', 'movies', 'tv', 'health']","['news', 'entertainment', 'music']",0.6666666666666667
U10133,2019-11-13 13:21:36,7,5,"['entertainment', 'news', 'movies', 'tv', 'health']","['news', 'entertainment', 'music']",0.6666666666666667
U10133,2019-11-13 15:36:53,7,6,"['entertainment', 'news', 'movies', 'tv', 'health']","['news', 'entertainment', 'music']",0.6666666666666667
U10181,2019-11-14 08:24:07,4,3,"['news', 'health', 'sports']","['news', 'health', 'finance']",0.5
U10181,2019-11-14 08:24:07,4,4,"['news', 'health', 'sports']","['news', 'music', 'health', 'finance']",0.6
U10181,2019-11-14 08:35:55,4,5,"['news', 'health', 'sports']","['news', 'music', 'health', 'finance']",0.6
U10181,2019-11-14 08:35:55,4,6,"['news', 'health', 'sports']","['music', 'news', 'finance', 'lifestyle', 'health']",0.6666666666666667
U10181,2019-11-14 08:35:55,4,7,"['news', 'health', 'sports']","['music', 'travel', 'news', 'finance', 'lifestyle', 'health']",0.7142857142857143
U10181,2019-11-14 08:35:55,4,8,"['news', 'health', 'sports']","['music', 'travel', 'news', 'finance', 'lifestyle', 'health']",0.7142857142857143
U10181,2019-11-14 08:35:55,4,9,"['news', 'health', 'sports']","['music', 'travel', 'news', 'finance', 'lifestyle', 'health']",0.7142857142857143
U10181,2019-11-14 08:35:55,4,10,"['news', 'health', 'sports']","['music', 'travel', 'news', 'finance', 'lifestyle', 'health']",0.7142857142857143
U10181,2019-11-14 08:35:55,4,11,"['news', 'health', 'sports']","['music', 'travel', 'news', 'finance', 'lifestyle', 'health']",0.7142857142857143
U10182,2019-11-12 12:57:10,3,4,"['lifestyle', 'entertainment', 'music']","['lifestyle', 'news']",0.75
U10182,2019-11-12 12:57:10,3,5,"['lifestyle', 'entertainment', 'music']","['lifestyle', 'news', 'music']",0.5
U10182,2019-11-13 10:33:53,7,2,"['lifestyle', 'news', 'entertainment', 'music']","['lifestyle', 'music']",0.5
U10185,2019-11-12 08:41:43,3,2,"['music', 'sports']","['weather', 'sports']",0.6666666666666667
U10185,2019-11-12 10:42:09,3,3,"['music', 'sports']","['weather', 'sports', 'finance']",0.75
U10185,2019-11-14 10:43:11,7,2,"['weather', 'music', 'sports', 'finance']","['lifestyle', 'weather']",0.8
U10185,2019-11-14 15:16:30,8,2,"['weather', 'music', 'sports', 'finance']","['lifestyle', 'movies']",1.0
U10188,2019-11-14 12:49:26,5,2,"['news', 'music', 'video']",['news'],0.6666666666666667
U10188,2019-11-14 12:49:26,5,3,"['news', 'music', 'video']",['news'],0.6666666666666667
U10201,2019-11-14 13:35:08,4,2,"['lifestyle', 'entertainment', 'sports']","['finance', 'sports']",0.75
U10201,2019-11-14 15:03:13,4,3,"['lifestyle', 'entertainment', 'sports']","['finance', 'sports']",0.75
U10205,2019-11-11 04:09:55,3,2,"['autos', 'movies', 'foodanddrink']",['autos'],0.6666666666666667
U10205,2019-11-11 04:09:55,3,3,"['autos', 'movies', 'foodanddrink']",['autos'],0.6666666666666667
U10209,2019-11-14 10:09:45,3,2,['news'],"['news', 'video']",0.5
U10209,2019-11-14 10:09:45,3,3,['news'],"['lifestyle', 'news', 'video']",0.6666666666666667
U10209,2019-11-14 10:09:45,3,4,['news'],"['lifestyle', 'news', 'health', 'video']",0.75
U10233,2019-11-11 10:25:24,3,2,"['news', 'movies']",['sports'],1.0
U10233,2019-11-11 10:27:34,3,3,"['news', 'movies']",['sports'],1.0
U10233,2019-11-11 10:27:34,3,4,"['news', 'movies']","['foodanddrink', 'sports']",1.0
U10233,2019-11-11 10:37:53,3,5,"['news', 'movies']","['foodanddrink', 'sports']",1.0
U10233,2019-11-12 11:48:24,9,2,"['foodanddrink', 'news', 'movies', 'sports']","['finance', 'health']",1.0
U10233,2019-11-12 12:03:48,9,3,"['foodanddrink', 'news', 'movies', 'sports']","['finance', 'sports', 'health']",0.8333333333333334
U10233,2019-11-12 12:03:48,9,4,"['foodanddrink', 'news', 'movies', 'sports']","['finance', 'sports', 'health']",0.8333333333333334
U10233,2019-11-12 14:57:58,9,5,"['foodanddrink', 'news', 'movies', 'sports']","['foodanddrink', 'finance', 'sports', 'health']",0.6666666666666667
U10233,2019-11-12 14:57:58,9,6,"['foodanddrink', 'news', 'movies', 'sports']","['entertainment', 'health', 'finance', 'sports', 'foodanddrink']",0.7142857142857143
U10233,2019-11-12 20:39:10,9,7,"['foodanddrink', 'news', 'movies', 'sports']","['entertainment', 'health', 'finance', 'sports', 'foodanddrink']",0.7142857142857143
U10233,2019-11-13 06:08:17,9,8,"['foodanddrink', 'news', 'movies', 'sports']","['entertainment', 'health', 'finance', 'sports', 'foodanddrink']",0.7142857142857143
U10233,2019-11-13 08:41:11,9,9,"['foodanddrink', 'news', 'movies', 'sports']","['entertainment', 'health', 'finance', 'sports', 'foodanddrink']",0.7142857142857143
U10233,2019-11-13 09:08:58,9,10,"['foodanddrink', 'news', 'movies', 'sports']","['entertainment', 'health', 'finance', 'news', 'sports', 'foodanddrink']",0.5714285714285714
U10233,2019-11-13 09:20:51,9,11,"['foodanddrink', 'news', 'movies', 'sports']","['entertainment', 'health', 'finance', 'news', 'sports', 'foodanddrink']",0.5714285714285714
U10233,2019-11-13 21:07:54,17,4,"['health', 'entertainment', 'news', 'finance', 'movies', 'sports', 'foodanddrink']","['news', 'entertainment', 'foodanddrink']",0.5714285714285714
U10233,2019-11-13 21:07:54,17,5,"['health', 'entertainment', 'news', 'finance', 'movies', 'sports', 'foodanddrink']","['news', 'entertainment', 'foodanddrink', 'weather']",0.625
U10233,2019-11-14 07:20:09,18,5,"['health', 'entertainment', 'news', 'finance', 'movies', 'sports', 'foodanddrink']","['lifestyle', 'news', 'entertainment', 'weather']",0.7777777777777778
U10233,2019-11-14 07:20:09,18,6,"['health', 'entertainment', 'news', 'finance', 'movies', 'sports', 'foodanddrink']","['weather', 'entertainment', 'music', 'news', 'lifestyle']",0.8
U10233,2019-11-14 07:20:09,18,7,"['health', 'entertainment', 'news', 'finance', 'movies', 'sports', 'foodanddrink']","['weather', 'entertainment', 'music', 'news', 'lifestyle', 'foodanddrink']",0.7
U10233,2019-11-14 10:37:58,21,5,"['health', 'entertainment', 'news', 'finance', 'movies', 'sports', 'foodanddrink']","['lifestyle', 'weather', 'music', 'foodanddrink']",0.9
U10233,2019-11-14 10:40:13,21,6,"['health', 'entertainment', 'news', 'finance', 'movies', 'sports', 'foodanddrink']","['lifestyle', 'weather', 'music', 'foodanddrink']",0.9
U10233,2019-11-14 12:51:35,21,7,"['health', 'entertainment', 'news', 'finance', 'movies', 'sports', 'foodanddrink']","['lifestyle', 'weather', 'music', 'foodanddrink']",0.9
U10233,2019-11-14 14:03:58,21,8,"['health', 'entertainment', 'news', 'finance', 'movies', 'sports', 'foodanddrink']","['weather', 'music', 'lifestyle', 'tv', 'foodanddrink']",0.9090909090909091
U10233,2019-11-14 14:26:10,21,9,"['health', 'entertainment', 'news', 'finance', 'movies', 'sports', 'foodanddrink']","['weather', 'music', 'lifestyle', 'tv', 'foodanddrink']",0.9090909090909091
U10233,2019-11-14 20:42:40,21,10,"['health', 'entertainment', 'news', 'finance', 'movies', 'sports', 'foodanddrink']","['weather', 'music', 'news', 'lifestyle', 'tv', 'foodanddrink']",0.8181818181818181
U10233,2019-11-14 20:42:40,21,11,"['health', 'entertainment', 'news', 'finance', 'movies', 'sports', 'foodanddrink']","['weather', 'video', 'music', 'news', 'lifestyle', 'tv', 'foodanddrink']",0.8333333333333334
U10233,2019-11-14 20:57:33,21,12,"['health', 'entertainment', 'news', 'finance', 'movies', 'sports', 'foodanddrink']","['weather', 'video', 'music', 'news', 'lifestyle', 'tv', 'foodanddrink']",0.8333333333333334
U10235,2019-11-10 17:35:38,5,2,"['autos', 'finance', 'news', 'tv']","['autos', 'news']",0.5
U10235,2019-11-10 17:35:38,5,3,"['autos', 'finance', 'news', 'tv']","['autos', 'news']",0.5
U10239,2019-11-13 02:58:20,5,2,"['news', 'movies', 'sports', 'finance']",['finance'],0.75
U10240,2019-11-13 10:56:42,5,2,"['news', 'health', 'finance']","['lifestyle', 'news']",0.75
U10257,2019-11-13 04:15:45,3,2,"['autos', 'video', 'travel']","['video', 'finance']",0.75
U10257,2019-11-13 04:15:45,3,3,"['autos', 'video', 'travel']","['video', 'finance']",0.75
U10257,2019-11-13 04:15:45,3,4,"['autos', 'video', 'travel']","['video', 'finance']",0.75
U10257,2019-11-13 04:15:45,3,5,"['autos', 'video', 'travel']","['autos', 'video', 'finance']",0.5
U10257,2019-11-13 04:15:45,3,6,"['autos', 'video', 'travel']","['autos', 'video', 'health', 'finance']",0.6
U10257,2019-11-14 04:11:43,5,5,"['autos', 'video', 'travel', 'finance']","['autos', 'video', 'health']",0.6
U1028,2019-11-10 18:25:47,3,2,"['weather', 'health']","['lifestyle', 'tv']",1.0
U1028,2019-11-10 19:04:17,3,3,"['weather', 'health']","['lifestyle', 'tv']",1.0
U1028,2019-11-10 22:13:13,3,4,"['weather', 'health']","['lifestyle', 'health', 'tv']",0.75
U1028,2019-11-10 22:16:31,3,5,"['weather', 'health']","['lifestyle', 'sports', 'health', 'tv']",0.8
U1028,2019-11-10 22:16:31,3,6,"['weather', 'health']","['lifestyle', 'sports', 'health', 'tv']",0.8
U1028,2019-11-10 22:16:31,3,7,"['weather', 'health']","['news', 'lifestyle', 'sports', 'tv', 'health']",0.8333333333333334
U1028,2019-11-11 17:56:47,5,6,"['lifestyle', 'weather', 'health', 'tv']","['news', 'lifestyle', 'sports', 'tv', 'health']",0.5
U1028,2019-11-11 18:05:26,5,7,"['lifestyle', 'weather', 'health', 'tv']","['travel', 'news', 'lifestyle', 'sports', 'tv', 'health']",0.5714285714285714
U1028,2019-11-12 15:49:58,11,2,"['weather', 'news', 'lifestyle', 'sports', 'tv', 'health']","['weather', 'travel']",0.8571428571428572
U1028,2019-11-12 19:06:11,13,2,"['weather', 'travel', 'news', 'lifestyle', 'sports', 'tv', 'health']","['news', 'sports']",0.7142857142857143
U1028,2019-11-12 19:42:59,13,3,"['weather', 'travel', 'news', 'lifestyle', 'sports', 'tv', 'health']","['news', 'sports', 'finance']",0.75
U1028,2019-11-12 19:45:00,13,4,"['weather', 'travel', 'news', 'lifestyle', 'sports', 'tv', 'health']","['news', 'sports', 'finance']",0.75
U1028,2019-11-13 05:05:46,13,5,"['weather', 'travel', 'news', 'lifestyle', 'sports', 'tv', 'health']","['news', 'tv', 'sports', 'finance']",0.625
U1028,2019-11-13 05:09:59,13,6,"['weather', 'travel', 'news', 'lifestyle', 'sports', 'tv', 'health']","['news', 'finance', 'sports', 'tv', 'health']",0.5
U1028,2019-11-13 05:47:26,13,7,"['weather', 'travel', 'news', 'lifestyle', 'sports', 'tv', 'health']","['news', 'finance', 'sports', 'tv', 'health']",0.5
U1028,2019-11-13 10:05:12,13,8,"['weather', 'travel', 'news', 'lifestyle', 'sports', 'tv', 'health']","['news', 'finance', 'sports', 'tv', 'health']",0.5
U1028,2019-11-13 11:12:31,13,9,"['weather', 'travel', 'news', 'lifestyle', 'sports', 'tv', 'health']","['news', 'finance', 'sports', 'tv', 'health']",0.5
U1028,2019-11-13 17:38:45,14,9,"['weather', 'travel', 'news', 'lifestyle', 'sports', 'tv', 'health']","['news', 'tv', 'health', 'finance']",0.625
U1028,2019-11-13 17:39:30,14,10,"['weather', 'travel', 'news', 'lifestyle', 'sports', 'tv', 'health']","['music', 'news', 'finance', 'tv', 'health']",0.6666666666666667
